Country,Sector,Direct Impact,Indirect Impact,Total Impact,Multiplier Type,Unit of Measure
SAU,SAU_O,805237.5101,1082455.837,1887693.347,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_P,907143.1683,394268.9224,1301412.091,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_Q,700025.3058,656031.7438,1356057.05,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_R,602789.8757,75164.84367,677954.7193,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_S,679919.5472,127757.3269,807676.8741,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_T,1000000,0,1000000,Value-Added Share (USD per million USD output),USD per million USD
SAU,SAU_A01_02,520.5641997,461.0415088,981.6057085,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_A03,2082.971706,163.0649854,2246.036692,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_B05_06,168.2703986,1068.211433,1236.481831,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_B07_08,838.7320685,47.3045706,886.0366391,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_B09,834.7245409,41.61479713,876.339338,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C10T12,694.2113454,945.0446726,1639.256018,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C13T15,2756.21621,558.6730074,3314.889217,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C16,3314.98624,313.7775533,3628.763793,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C17_18,6128.717628,559.7604779,6688.478106,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C19,22.85392154,351.8049251,374.6588466,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C20,150.2520608,1263.377221,1413.629282,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C21,2494.722702,141.9611883,2636.68389,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C22,3320.271969,527.4882058,3847.760175,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C23,1681.597212,742.588333,2424.185545,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C24,4343.760369,632.1080804,4975.86845,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C25,5137.381667,871.4245675,6008.806235,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C26,1248.959201,35.01956426,1283.978765,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C27,3687.106472,1039.687989,4726.794462,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C28,2757.707793,376.1325526,3133.840346,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C29,4365.767598,158.0240577,4523.791655,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C30,6950.477845,93.03404473,7043.51189,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_C31T33,3041.650159,1244.681492,4286.331651,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_D,-298.6703426,344.6022583,45.93191567,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_E,1015.345564,158.989679,1174.335243,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_F,3220.478063,9867.413406,13087.89147,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_G,4053.892537,6156.101274,10209.99381,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_H49,-985.6239704,143.8899961,-841.7339743,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_H50,0,4.04265219,4.04265219,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_H51,-1886.307972,316.9454675,-1569.362504,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_H52,930.0825913,632.6113775,1562.693969,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_H53,1342.773438,66.98184125,1409.755279,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_I,3393.19906,844.0777886,4237.276848,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_J58T60,4541.379462,1327.737272,5869.116735,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_J61,2551.267003,1247.930691,3799.197694,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_J62_63,807.2308313,81.47902695,888.7098583,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_K,955.0019842,693.3119477,1648.313932,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_L,613.8303011,242.7842515,856.6145526,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_M,1883.818858,400.0884252,2283.907283,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_N,1198.509531,385.8686601,1584.378191,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_O,906.9201345,2743.193036,3650.113171,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_P,448.6258112,1987.718967,2436.344779,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_Q,1920.942297,2021.92425,3942.866547,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_R,2966.609859,194.3368675,3160.946727,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_S,3305.424326,452.7394586,3758.163785,Tax Revenue Share (USD per million USD output),USD per million USD
SAU,SAU_T,0,0,0,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_A01_02,1.315118605,0.848409777,2.163528382,Output Multiplier,Dimensionless
NGA,NGA_A03,1.027753859,0.069370414,1.097124273,Output Multiplier,Dimensionless
NGA,NGA_B05_06,1.015333566,0.588726397,1.604059963,Output Multiplier,Dimensionless
NGA,NGA_B07_08,1.016716442,1.529556983,2.546273425,Output Multiplier,Dimensionless
NGA,NGA_B09,1.000112261,1.592429465,2.592541726,Output Multiplier,Dimensionless
NGA,NGA_C10T12,1.088016101,0.393737401,1.481753502,Output Multiplier,Dimensionless
NGA,NGA_C13T15,1.116794718,0.020972507,1.137767226,Output Multiplier,Dimensionless
NGA,NGA_C16,1.084777183,0.555273444,1.640050628,Output Multiplier,Dimensionless
NGA,NGA_C17_18,1.004445749,0.524222456,1.528668205,Output Multiplier,Dimensionless
NGA,NGA_C19,1.009583824,0.466507283,1.476091108,Output Multiplier,Dimensionless
NGA,NGA_C20,1.000619984,0.509414752,1.510034736,Output Multiplier,Dimensionless
NGA,NGA_C21,1.000001027,0.010022057,1.010023085,Output Multiplier,Dimensionless
NGA,NGA_C22,1.001025167,0.84097459,1.841999757,Output Multiplier,Dimensionless
NGA,NGA_C23,1.10600811,0.802479999,1.908488109,Output Multiplier,Dimensionless
NGA,NGA_C24,1.040782508,1.132144906,2.172927415,Output Multiplier,Dimensionless
NGA,NGA_C25,1.003048406,0.447734567,1.450782973,Output Multiplier,Dimensionless
NGA,NGA_C26,1.000003445,0.028569584,1.028573029,Output Multiplier,Dimensionless
NGA,NGA_C27,1.000000264,0.017463934,1.017464198,Output Multiplier,Dimensionless
NGA,NGA_C28,1.000070078,0.031500664,1.031570742,Output Multiplier,Dimensionless
NGA,NGA_C29,1.000233315,0.972421716,1.972655031,Output Multiplier,Dimensionless
NGA,NGA_C30,1.000034163,0.02246264,1.022496803,Output Multiplier,Dimensionless
NGA,NGA_C31T33,1.010501834,0.249963795,1.260465629,Output Multiplier,Dimensionless
NGA,NGA_D,1.029905399,0.385526998,1.415432397,Output Multiplier,Dimensionless
NGA,NGA_E,1.000801563,0.170940842,1.171742404,Output Multiplier,Dimensionless
NGA,NGA_F,1.000032841,0.001835979,1.00186882,Output Multiplier,Dimensionless
NGA,NGA_G,1.237204614,0.605643459,1.842848073,Output Multiplier,Dimensionless
NGA,NGA_H49,1.062718102,0.710162223,1.772880325,Output Multiplier,Dimensionless
NGA,NGA_H50,1.000187138,0.432264818,1.432451956,Output Multiplier,Dimensionless
NGA,NGA_H51,1.003502356,0.219515257,1.223017613,Output Multiplier,Dimensionless
NGA,NGA_H52,1.002557995,0.841410277,1.843968272,Output Multiplier,Dimensionless
NGA,NGA_H53,1.000407585,0.203659349,1.204066934,Output Multiplier,Dimensionless
NGA,NGA_I,1.000431323,0.080786412,1.081217734,Output Multiplier,Dimensionless
NGA,NGA_J58T60,1.509208674,1.317911328,2.827120002,Output Multiplier,Dimensionless
NGA,NGA_J61,1.141525966,1.246999586,2.388525552,Output Multiplier,Dimensionless
NGA,NGA_J62_63,1.001841331,0.060599586,1.062440917,Output Multiplier,Dimensionless
NGA,NGA_K,1.515881192,0.290558321,1.806439513,Output Multiplier,Dimensionless
NGA,NGA_L,1.051709028,0.165104389,1.216813416,Output Multiplier,Dimensionless
NGA,NGA_M,1.278539499,1.113710448,2.392249947,Output Multiplier,Dimensionless
NGA,NGA_N,1.00166538,0.243746028,1.245411408,Output Multiplier,Dimensionless
NGA,NGA_O,1.000000028,4.55E-06,1.000004581,Output Multiplier,Dimensionless
NGA,NGA_P,1.000002743,6.39E-05,1.000066667,Output Multiplier,Dimensionless
NGA,NGA_Q,1.000001787,4.79E-05,1.000049721,Output Multiplier,Dimensionless
NGA,NGA_R,1.001275806,0.071980292,1.073256098,Output Multiplier,Dimensionless
NGA,NGA_S,1.073307988,0.425065873,1.49837386,Output Multiplier,Dimensionless
NGA,NGA_T,1,0,1,Output Multiplier,Dimensionless
NGA,NGA_A01_02,2898.008111,1127609.667,1130507.676,Compensation (USD per million USD output),USD per million USD
NGA,NGA_A03,86438.55889,13880.18211,100318.741,Compensation (USD per million USD output),USD per million USD
NGA,NGA_B05_06,6969.958937,8436307.289,8443277.248,Compensation (USD per million USD output),USD per million USD
NGA,NGA_B07_08,196137.9795,23890.90335,220028.8828,Compensation (USD per million USD output),USD per million USD
NGA,NGA_B09,6362765.957,5538.787823,6368304.745,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C10T12,30832.46233,754388.4729,785220.9353,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C13T15,10152.29652,627347.436,637499.7325,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C16,162578.7291,240054.3007,402633.0298,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C17_18,544798.5292,49424.36745,594222.8966,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C19,55222.53666,640369.6467,695592.1834,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C20,1056875.252,31816.99104,1088692.243,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C21,618546.6589,5411.881064,623958.5399,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C22,178840.6482,309510.4895,488351.1376,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C23,27539.67034,772862.0892,800401.7595,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C24,503182.1599,139952.0572,643134.2171,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C25,1395850.387,108981.838,1504832.225,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C26,56902305.48,1082.706237,56903388.18,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C27,21014953.27,2906.187509,21017859.46,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C28,6448644.162,13370.71851,6462014.88,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C29,2378507.993,25327.52048,2403835.513,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C30,49875087.72,3030.647806,49878118.37,Compensation (USD per million USD output),USD per million USD
NGA,NGA_C31T33,199212.4591,772700.3481,971912.8071,Compensation (USD per million USD output),USD per million USD
NGA,NGA_D,121796.6245,107672.292,229468.9164,Compensation (USD per million USD output),USD per million USD
NGA,NGA_E,485244.6029,34574.20538,519818.8083,Compensation (USD per million USD output),USD per million USD
NGA,NGA_F,161785.4852,860136.0533,1021921.539,Compensation (USD per million USD output),USD per million USD
NGA,NGA_G,105092.7854,8610068.096,8715160.881,Compensation (USD per million USD output),USD per million USD
NGA,NGA_H49,123220.7235,585515.5561,708736.2795,Compensation (USD per million USD output),USD per million USD
NGA,NGA_H50,1007431.694,21825.49141,1029257.185,Compensation (USD per million USD output),USD per million USD
NGA,NGA_H51,689717.4254,52464.97088,742182.3963,Compensation (USD per million USD output),USD per million USD
NGA,NGA_H52,2554921.215,31495.72326,2586416.938,Compensation (USD per million USD output),USD per million USD
NGA,NGA_H53,6788156.638,33942.79703,6822099.435,Compensation (USD per million USD output),USD per million USD
NGA,NGA_I,713221.9829,110076.388,823298.3709,Compensation (USD per million USD output),USD per million USD
NGA,NGA_J58T60,38832.81359,690698.7986,729531.6122,Compensation (USD per million USD output),USD per million USD
NGA,NGA_J61,28091.12651,1503968.054,1532059.181,Compensation (USD per million USD output),USD per million USD
NGA,NGA_J62_63,81119.41132,781160.9603,862280.3716,Compensation (USD per million USD output),USD per million USD
NGA,NGA_K,386031.8222,646669.9106,1032701.733,Compensation (USD per million USD output),USD per million USD
NGA,NGA_L,41132.2311,596407.357,637539.5881,Compensation (USD per million USD output),USD per million USD
NGA,NGA_M,270663.5633,808551.9579,1079215.521,Compensation (USD per million USD output),USD per million USD
NGA,NGA_N,32507115.06,68052.06156,32575167.13,Compensation (USD per million USD output),USD per million USD
NGA,NGA_O,1861931.998,375087.3567,2237019.355,Compensation (USD per million USD output),USD per million USD
NGA,NGA_P,163052.582,634655.0563,797707.6383,Compensation (USD per million USD output),USD per million USD
NGA,NGA_Q,3366461.388,318570.6737,3685032.062,Compensation (USD per million USD output),USD per million USD
NGA,NGA_R,1275574.55,93474.25111,1369048.802,Compensation (USD per million USD output),USD per million USD
NGA,NGA_S,160515.0215,910439.1511,1070954.173,Compensation (USD per million USD output),USD per million USD
NGA,NGA_T,7158517.487,0,7158517.487,Compensation (USD per million USD output),USD per million USD
NGA,NGA_A01_02,13.86680472,1359.82283,1373.689635,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_A03,255.1541131,20.81634929,275.9704624,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_B05_06,24.01363975,19880.07302,19904.08666,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_B07_08,877.7319407,44.4754466,922.2073873,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_B09,17730.49645,5.652606448,17736.14906,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C10T12,20.2166824,1001.73155,1021.948232,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C13T15,80.45246466,1046.931885,1127.38435,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C16,512.0589892,326.7253182,838.7843074,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C17_18,1532.097441,125.3473458,1657.444787,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C19,257.2678158,1469.310733,1726.578549,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C20,4037.141704,76.2040687,4113.345772,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C21,1948.178453,7.675224216,1955.853677,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C22,295.1506744,697.1896331,992.3403075,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C23,73.22627652,1859.974536,1933.200812,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C24,1252.818842,237.9531717,1490.772014,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C25,1136.8804,181.4648078,1318.345208,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C26,28818.4438,1.530332104,28819.97414,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C27,46728.97196,4.711096667,46733.68306,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C28,5534.034311,18.6572932,5552.691604,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C29,2537.427049,82.68461443,2620.111663,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C30,35087.7193,5.99691467,35093.71621,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_C31T33,294.9591482,993.8621308,1288.821279,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_D,248.5645398,232.2811865,480.8457263,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_E,990.2951079,54.37048497,1044.665593,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_F,217.4503941,1429.28795,1646.738344,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_G,6.953082684,9188.917228,9195.870311,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_H49,61.31207848,719.9959424,781.3080209,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_H50,10928.96175,10.0042328,10938.96598,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_H51,872.1437293,76.95133269,949.095062,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_H52,2283.626399,29.99566811,2313.622067,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_H53,4775.549188,31.4260157,4806.975204,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_I,132.1405447,146.7293587,278.8699034,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_J58T60,31.82078534,828.7460828,860.5668682,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_J61,23.01872113,1632.609768,1655.628489,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_J62_63,39.9048668,880.6855523,920.5904191,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_K,277.0085116,552.6714317,829.6799433,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_L,24.99406391,638.8288181,663.822882,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_M,29.35081859,758.2026371,787.5534557,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_N,5558.643691,33.04649469,5591.690186,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_O,77.29229628,718.7264575,796.0187538,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_P,64.52570381,1493.685651,1558.211354,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_Q,203.9193295,318.9440237,522.8633532,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_R,806.3865817,84.81746925,891.204051,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_S,39.01677721,1109.829439,1148.846216,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_T,1740.038281,0,1740.038281,Employment Elasticity (Jobs per million USD output),Jobs per million USD
NGA,NGA_A01_02,696345.4807,587629.227,1283974.708,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_A03,911027.7608,31019.15053,942046.9113,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_B05_06,876970.9195,1471038.129,2348009.049,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_B07_08,919160.8883,25062.01434,944222.9026,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_B09,826241.1348,2309.329443,828550.4642,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C10T12,501915.5307,419101.4421,921016.9728,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C13T15,606877.0767,349223.394,956100.4706,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C16,619386.5533,134869.2219,754255.7752,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C17_18,625555.3853,46214.64483,671770.0302,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C19,100900.4374,180611.8565,281512.2938,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C20,649495.3573,59648.1743,709143.5316,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C21,797584.2587,4520.466538,802104.7253,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C22,504058.3218,91913.96848,595972.2903,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C23,611563.8936,791609.2341,1403173.128,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C24,486344.2746,84355.59542,570699.87,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C25,648021.8281,62053.29858,710075.1267,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C26,570605.1873,844.455524,571449.6428,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C27,542056.0748,1874.214746,543930.2895,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C28,666851.1345,6362.517434,673213.6519,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C29,588683.0754,70459.13175,659142.2071,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C30,691228.0702,4411.980663,695640.0508,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_C31T33,699318.6444,292742.2836,992060.928,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_D,759762.3723,171940.0771,931702.4494,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_E,859081.0061,16260.1745,875341.1806,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_F,576245.7189,749539.9113,1325785.63,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_G,461012.3271,2247819.755,2708832.082,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_H49,492667.0754,288812.8159,781479.8913,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_H50,325683.0601,2274.212457,327957.2726,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_H51,510291.296,25896.97241,536188.2684,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_H52,629139.0728,12615.17492,641754.2478,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_H53,320439.3505,8858.605988,329297.9565,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_I,515057.4151,74892.64997,589950.065,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_J58T60,454209.8899,631119.5543,1085329.444,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_J61,436729.5922,886106.3157,1322835.908,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_J62_63,484325.3683,479612.9017,963938.27,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_K,453255.268,506648.5434,959903.8113,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_L,662757.5951,495977.9189,1158735.514,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_M,433781.6182,600669.809,1034451.427,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_N,474708.1712,8461.227707,483169.3989,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_O,659481.0595,387877.462,1047358.522,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_P,564341.8056,418904.3252,983246.1308,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_Q,538285.8541,113470.5981,651756.4522,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_R,654866.543,21409.70511,676276.2481,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_S,523008.1935,529357.3165,1052365.51,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_T,1000000,0,1000000,Value-Added Share (USD per million USD output),USD per million USD
NGA,NGA_A01_02,63.17099927,1650.575593,1713.746593,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_A03,51.03082262,19.38827327,70.41909589,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_B05_06,1813.029801,6956.386289,8769.41609,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_B07_08,1316.597911,102.8367452,1419.434656,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_B09,1773.049645,7.177682521,1780.227328,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C10T12,970.4007553,1258.419252,2228.820007,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C13T15,2027.402109,2178.590884,4205.992993,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C16,3379.589329,823.316184,4202.905513,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C17_18,6741.228742,199.8279695,6941.056712,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C19,180.0874711,686.238693,866.3261641,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C20,2099.313686,119.9706521,2219.284338,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C21,1363.724917,11.99686877,1375.721786,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C22,295.1506744,374.2852656,669.4359401,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C23,2204.110923,2066.795462,4270.906385,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C24,7767.476823,594.0530834,8361.529906,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C25,6480.218281,463.9019641,6944.120245,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C26,2881.84438,3.034770294,2884.879151,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C27,4672.897196,13.34752359,4686.24472,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C28,6640.841173,29.461762,6670.302935,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C29,4059.883278,132.4979189,4192.381197,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C30,3508.77193,7.855536359,3516.627466,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_C31T33,4778.3382,2650.495901,7428.834101,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_D,1516.243693,390.195438,1906.439131,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_E,1584.472173,97.97908293,1682.451256,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_F,1150.312585,2547.209527,3697.522112,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_G,1549.84213,8613.993259,10163.83539,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_H49,680.5640711,884.881937,1565.446008,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_H50,9836.065574,11.92345224,9847.989026,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_H51,2093.14495,78.93811809,2172.083068,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_H52,2968.714318,52.12739057,3020.841709,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_H53,1910.219675,52.58258893,1962.802264,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_I,1797.111408,192.3126112,1989.424019,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_J58T60,575.9562146,1984.729177,2560.685392,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_J61,577.7699003,2840.489489,3418.259389,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_J62_63,582.6110552,1570.944681,2153.555737,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_K,72.68656825,803.0765813,875.7631496,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_L,149.9643835,1249.261031,1399.225414,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_M,140.8839293,1453.857145,1594.741074,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_N,5558.643691,49.06896844,5607.712659,Tax Revenue Share (USD per million USD output),USD per million USD
NGA,NGA_O,3199.901066,1415.850987,4615.752052,Tax Revenue Share (USD per million USD output),USD per million USD
